symbol,entry_time,exit_time,entry_price,exit_price,pnl,trade_type,exit_reason,,total amnt,tradable ammount,quantity bought,trade amount,absolute profit,exit amnt,charges
ITC,29-08-2024 10:05,29-08-2024 10:35,499.7,498.25,-1.45,long,stop_loss,,6166.972289,5000,50,4997,-72.5,4924.5,27.43565
HINDUNILVR,29-08-2024 11:25,29-08-2024 12:25,2785.05,2800,14.949999999999818,long,take_profit,,6067.036639,5000,8,4456.08,119.6,4575.68,24.587376
BPCL,29-08-2024 12:30,29-08-2024 12:50,351.65,353.1,1.4500000000000455,long,take_profit,,6162.049263,5000,71,4993.43,102.95,5096.38,27.531812
ADANIENT,29-08-2024 12:55,29-08-2024 13:05,3027,3005.95,-21.05,long,stop_loss,,6237.467451,5000,8,4843.2,-168.4,4674.8,26.526456
POWERGRID,29-08-2024 13:10,29-08-2024 13:20,333.8,332.9,-0.9,long,stop_loss,,6042.540995,5000,74,4940.24,-66.6,4873.64,27.127364
TITAN,29-08-2024 13:45,29-08-2024 14:50,3543.5,3516.5,-27,long,stop_loss,,5948.813631,5000,7,4960.9,-189,4771.9,27.16021
TATAMOTORS,29-08-2024 14:55,29-08-2024 15:05,1083.35,1116.65,33.30000000000018,long,take_profit,,5732.653421,5000,23,4983.41,765.9,5749.31,27.914249
TATAMOTORS,29-08-2024 15:10,29-08-2024 15:25,1121,1136.3,15.299999999999955,long,take_profit,,6470.639172,5000,22,4932.4,336.6,5269,27.350356
TATAMOTORS,30-08-2024 09:15,30-08-2024 15:25,1112.9,1114.7,1.7999999999999545,long,market_close,,6779.888816,5000,22,4896.76,39.6,4936.36,26.958316
BAJAJFINSV,02-09-2024 10:20,02-09-2024 11:05,1830.9,1854.25,23.34999999999991,long,take_profit,,6792.5305,5000,13,4760.34,303.55,5063.89,26.382213
BAJAJFINSV,02-09-2024 11:10,02-09-2024 12:40,1854.6,1845.45,-9.15,long,stop_loss,,7069.698287,5000,13,4821.96,-118.95,4703.01,26.442273
ADANIENT,02-09-2024 13:50,02-09-2024 14:20,3010.15,3027.65,17.5,long,take_profit,,6924.306014,5000,8,4816.24,140,4956.24,26.58172
ADANIENT,02-09-2024 14:25,02-09-2024 14:40,3029.4,3048.8,19.40000000000009,long,take_profit,,7037.724294,5000,8,4847.04,155.2,5002.24,26.761152
ADANIENT,02-09-2024 14:45,02-09-2024 15:30,3045.05,3039,-6.05,long,market_close,,7166.163142,5000,8,4872.08,-48.4,4823.68,26.764496
SBILIFE,03-09-2024 09:15,03-09-2024 10:10,1887.45,1898.5,11.049999999999955,long,take_profit,,7090.998646,5000,13,4907.37,143.65,5051.02,27.085344
HEROMOTOCO,03-09-2024 10:20,03-09-2024 13:20,5623.25,5658.85,35.600000000000364,long,take_profit,,7207.563302,5000,4,4498.6,142.4,4641,24.836284
GRASIM,03-09-2024 13:25,03-09-2024 15:00,2699.1,2706.4,7.300000000000182,long,take_profit,,7325.127018,5000,9,4858.38,65.7,4924.08,26.764452
ICICIBANK,03-09-2024 15:05,03-09-2024 15:15,1244.45,1250,5.5499999999999545,long,take_profit,,7364.062566,5000,20,4977.8,111,5088.8,27.45116
ICICIBANK,03-09-2024 15:20,04-09-2024 10:05,1248.8,1238.2,-10.6,long,stop_loss,,7447.611406,5000,20,4995.2,-212,4783.2,27.33368
GRASIM,04-09-2024 10:10,04-09-2024 11:45,2737.35,2725,-12.35,long,stop_loss,,7208.277726,5000,9,4927.23,-111.15,4816.08,27.026406
DIVISLAB,04-09-2024 12:00,04-09-2024 12:45,5083,5076.6,-6.4,long,stop_loss,,7070.10132,5000,4,4066.4,-25.6,4040.8,22.348304
APOLLOHOSP,04-09-2024 12:50,04-09-2024 13:50,6871.8,6915,43.19999999999982,long,take_profit,,7022.153016,5000,3,4123.08,129.6,4252.68,22.762476
APOLLOHOSP,04-09-2024 13:55,04-09-2024 15:20,6915,6934.95,19.949999999999818,long,take_profit,,7128.99054,5000,3,4149,59.85,4208.85,22.859001
HINDUNILVR,05-09-2024 09:15,05-09-2024 09:20,2841.55,2831.5,-10.05,long,stop_loss,,7165.981539,5000,8,4546.48,-80.4,4466.08,24.952576
MARUTI,05-09-2024 09:25,05-09-2024 09:50,12325,12277,-48,long,stop_loss,,7060.628963,5000,2,4930,-96,4834,27.05164
TITAN,05-09-2024 09:55,05-09-2024 11:15,3637.2,3720.8,83.60000000000036,long,take_profit,,6937.577323,5000,6,4364.64,501.6,4866.24,24.336576
HEROMOTOCO,05-09-2024 11:20,05-09-2024 12:30,5712.9,5747,34.100000000000364,long,take_profit,,7414.840747,5000,4,4570.32,136.4,4706.72,25.226784
HEROMOTOCO,05-09-2024 12:40,05-09-2024 13:20,5741.15,5768.2,27.050000000000182,long,take_profit,,7526.013963,5000,4,4592.92,108.2,4701.12,25.332472
ADANIENT,05-09-2024 14:00,05-09-2024 15:10,3034.05,3016.55,-17.5,long,stop_loss,,7608.881491,5000,8,4854.48,-140,4714.48,26.60724
HCLTECH,05-09-2024 15:15,05-09-2024 15:25,1788.55,1794.7,6.150000000000091,long,market_close,,7442.274251,5000,13,4650.23,79.95,4730.18,25.629032
INFY,06-09-2024 09:15,06-09-2024 10:55,1933,1909.8,-23.2,long,stop_loss,,7496.595219,5000,12,4639.2,-278.4,4360.8,25.331856
BRITANNIA,06-09-2024 11:00,06-09-2024 15:10,5864.4,5845.55,-18.85,long,stop_loss,,7192.863363,5000,4,4691.52,-75.4,4616.12,25.753596
LT,06-09-2024 15:15,06-09-2024 15:25,3579.55,3572.1,-7.45,long,market_close,,7091.709767,5000,6,4295.46,-44.7,4250.76,23.595528
SBILIFE,09-09-2024 10:05,09-09-2024 10:10,1922.3,1911.25,-11.05,long,stop_loss,,7023.414239,5000,13,4997.98,-143.65,4854.33,27.394081
TITAN,09-09-2024 10:15,09-09-2024 14:50,3692.5,3673.65,-18.85,long,stop_loss,,6852.370158,5000,6,4431,-113.1,4317.9,24.295854
AXISBANK,09-09-2024 14:55,09-09-2024 15:15,1173.5,1169.85,-3.65,long,stop_loss,,6714.974304,5000,21,4928.7,-76.65,4852.05,27.057261
COALINDIA,09-09-2024 15:20,09-09-2024 15:25,485.5,485.05,-0.45,long,market_close,,6611.267043,5000,51,4952.1,-22.95,4929.15,27.221403
COALINDIA,10-09-2024 09:15,10-09-2024 09:25,485.5,488.1,2.6000000000000227,long,take_profit,,6561.09564,5000,51,4952.1,132.6,5084.7,27.324066
COALINDIA,10-09-2024 09:30,10-09-2024 09:40,488.3,486.85,-1.45,long,stop_loss,,6666.371574,5000,51,4980.66,-73.95,4906.71,27.344823
COALINDIA,10-09-2024 09:45,10-09-2024 10:35,486.6,484.7,-1.9,long,stop_loss,,6565.076751,5000,51,4963.32,-96.9,4866.42,27.234306
ICICIBANK,10-09-2024 10:40,10-09-2024 10:50,1234,1229.55,-4.45,long,stop_loss,,6440.942445,5000,20,4936,-89,4847,27.08926
COALINDIA,10-09-2024 10:55,10-09-2024 14:00,485.35,488.05,2.6999999999999886,long,take_profit,,6324.853185,5000,51,4950.57,137.7,5088.27,27.319017
BRITANNIA,10-09-2024 14:05,11-09-2024 09:40,5989,5966.05,-22.95,long,stop_loss,,6435.234168,5000,4,4791.2,-91.8,4699.4,26.291012
BAJAJ-AUTO,11-09-2024 09:45,11-09-2024 10:50,11284,11400,116,long,take_profit,,6317.143156,5000,2,4513.6,232,4745.6,24.97792
TECHM,11-09-2024 10:55,11-09-2024 11:35,1611.3,1620.05,8.75,long,take_profit,,6524.165236,5000,15,4833.9,131.25,4965.15,26.673075
DIVISLAB,11-09-2024 11:45,11-09-2024 15:30,5447.4,5445,-2.4,long,market_close,,6628.742161,5000,4,4357.92,-9.6,4348.32,23.962224
TATASTEEL,12-09-2024 09:20,12-09-2024 09:25,152.07,151.31,-0.76,long,stop_loss,,6595.179937,5000,164,4987.896,-124.64,4863.256,27.3511656
BRITANNIA,12-09-2024 09:30,12-09-2024 09:55,6058.65,6040.85,-17.8,long,stop_loss,,6443.188771,5000,4,4846.92,-71.2,4775.72,26.611068
BAJAJ-AUTO,12-09-2024 10:00,12-09-2024 10:25,11571.85,11719.1,147.25,long,take_profit,,6345.377703,5000,2,4628.74,294.5,4923.24,25.65244
BAJAJ-AUTO,12-09-2024 10:40,12-09-2024 12:20,11740.1,11665,-75.1,long,stop_loss,,6614.225263,5000,2,4696.04,-150.2,4545.84,25.729088
M&M,12-09-2024 12:40,12-09-2024 13:10,2700.95,2695.05,-5.9,long,stop_loss,,6438.296175,5000,9,4861.71,-53.1,4808.61,26.704359
M&M,12-09-2024 13:15,12-09-2024 14:05,2695,2715,20,long,take_profit,,6358.491816,5000,9,4851,180,5031,26.7993
HINDALCO,12-09-2024 14:10,12-09-2024 14:50,669.3,675.35,6.050000000000068,long,take_profit,,6511.692516,5000,37,4952.82,223.85,5176.67,27.388251
GRASIM,12-09-2024 14:55,12-09-2024 15:25,2751.15,2756.15,5,long,market_close,,6708.154265,5000,9,4952.07,45,4997.07,27.266085
GRASIM,13-09-2024 09:15,13-09-2024 10:35,2760.1,2780,19.90000000000009,long,take_profit,,6725.88818,5000,9,4968.18,179.1,5147.28,27.443196
HCLTECH,13-09-2024 10:40,13-09-2024 12:05,1805.75,1814.2,8.450000000000045,long,take_profit,,6877.544984,5000,13,4694.95,109.85,4804.8,25.894726
TITAN,13-09-2024 12:15,13-09-2024 12:50,3785.85,3776.6,-9.25,long,stop_loss,,6961.500258,5000,6,4543.02,-55.5,4487.52,24.94998
INDUSINDBK,13-09-2024 12:55,13-09-2024 14:20,1468.3,1465.5,-2.8,long,stop_loss,,6881.050278,5000,17,4992.22,-47.6,4944.62,27.425794
CIPLA,13-09-2024 14:25,13-09-2024 14:40,1659.05,1666.25,7.2000000000000455,long,take_profit,,6806.024484,5000,15,4977.15,108,5085.15,27.445605
